,keywords
1335,"{'musicians': 0.628, 'music': 0.267, 'sharing': 0.252, 'internet': 0.237, 'file': 0.202}"
1336,"{'theatre': 0.345, 'award': 0.273, 'boys': 0.27, 'finest': 0.225, 'history': 0.221}"
1337,"{'pacific': 0.366, 'duty': 0.278, 'assault': 0.277, 'pc': 0.277, 'finest': 0.241}"
1338,"{'mcilroy': 0.381, 'indoor': 0.294, 'women': 0.236, 'record': 0.179, 'european': 0.179}"
1339,"{'latin': 0.453, 'exports': 0.309, 'venezuela': 0.268, 'grew': 0.253, 'america': 0.216}"
1340,"{'patents': 0.582, 'source': 0.464, 'patent': 0.242, 'software': 0.23, 'microsoft': 0.215}"
1341,"{'georgia': 0.509, 'amnesty': 0.271, 'money': 0.251, 'president': 0.226, 'regime': 0.22}"
1342,"{'oscar': 0.317, 'film': 0.31, 'academy': 0.229, 'actress': 0.211, 'awards': 0.186}"
1343,"{'agassi': 0.602, 'melzer': 0.425, 'seed': 0.328, 'andre': 0.188, 'san': 0.16}"
1344,"{'security': 0.405, 'passwords': 0.377, 'method': 0.298, 'online': 0.238, 'code': 0.19}"
1345,"{'africa': 0.451, 'commission': 0.367, 'blair': 0.257, 'report': 0.248, 'bob': 0.194}"
1346,"{'callaghan': 0.592, 'lord': 0.422, 'labour': 0.161, 'pm': 0.139, 'jim': 0.133}"
1347,"{'lords': 0.465, 'chamber': 0.275, 'mps': 0.243, 'consensus': 0.21, 'draft': 0.21}"
1348,"{'tory': 0.309, 'services': 0.271, 'destruction': 0.269, 'conservative': 0.264, 'creative': 0.258}"
1349,"{'studio': 0.596, 'recorded': 0.371, 'premises': 0.191, 'factory': 0.175, 'recording': 0.158}"
1350,"{'band': 0.544, 'patrol': 0.414, 'snow': 0.373, 'album': 0.213, 'university': 0.136}"
1351,"{'ethnic': 0.5, 'minority': 0.401, 'film': 0.268, 'companies': 0.262, 'industries': 0.211}"
1352,"{'india': 0.376, 'gas': 0.349, 'oil': 0.307, 'ongc': 0.302, 'energy': 0.262}"
1353,"{'casinos': 0.672, 'gambling': 0.368, 'casino': 0.329, 'jowell': 0.187, 'bill': 0.18}"
1354,"{'law': 0.405, 'howard': 0.268, 'change': 0.242, 'clarke': 0.215, 'prosecuted': 0.182}"
1355,"{'smith': 0.552, 'squad': 0.347, 'friendly': 0.209, 'manchester': 0.171, 'approach': 0.171}"
1356,"{'rovers': 0.311, 'blackburn': 0.27, 'assistant': 0.242, 'knee': 0.242, 'weeks': 0.241}"
1357,"{'bond': 0.581, 'agent': 0.184, 'sense': 0.159, 'rogue': 0.155, 'james': 0.149}"
1358,"{'rugby': 0.534, 'robinson': 0.369, 'audit': 0.261, 'english': 0.26, 'players': 0.238}"
1359,"{'blair': 0.409, 'chancellor': 0.278, 'brown': 0.225, 'peston': 0.215, 'prime': 0.207}"
1360,"{'call': 0.564, 'centres': 0.473, 'customers': 0.248, 'centre': 0.197, 'survey': 0.172}"
1361,"{'airline': 0.519, 'conflict': 0.329, 'trio': 0.249, 'irish': 0.189, 'leave': 0.184}"
1362,"{'multimedia': 0.55, 'messages': 0.237, 'mms': 0.226, 'phones': 0.224, 'mobile': 0.199}"
1363,"{'rugby': 0.275, 'scotland': 0.242, 'scottish': 0.193, 'fears': 0.187, 'civil': 0.186}"
1364,"{'wi': 0.462, 'fi': 0.421, 'wireless': 0.321, 'hotspots': 0.297, 'bt': 0.198}"
1365,"{'johnson': 0.745, 'analysts': 0.197, 'drug': 0.191, 'heart': 0.17, 'bn': 0.169}"
1366,"{'bt': 0.566, 'broadband': 0.436, 'lines': 0.262, 'connections': 0.249, 'phone': 0.151}"
1367,"{'id': 0.509, 'cards': 0.434, 'howard': 0.214, 'shadow': 0.163, 'police': 0.152}"
1368,"{'brown': 0.312, 'relief': 0.311, 'debt': 0.278, 'chancellor': 0.257, 'poverty': 0.235}"
1369,"{'anelka': 0.596, 'extension': 0.195, 'football': 0.193, 'city': 0.189, 'eighth': 0.179}"
1370,"{'dollar': 0.478, 'greenspan': 0.295, 'gap': 0.216, 'deficit': 0.213, 'asian': 0.144}"
1371,"{'tomlinson': 0.411, 'secondary': 0.223, 'education': 0.21, 'response': 0.208, 'plan': 0.183}"
1372,"{'jamie': 0.447, 'sessions': 0.201, 'accident': 0.197, 'hours': 0.192, 'athens': 0.171}"
1373,"{'manufacturing': 0.304, 'sector': 0.257, 'exports': 0.212, 'found': 0.198, 'confidence': 0.195}"
1374,"{'bill': 0.488, 'software': 0.277, 'european': 0.267, 'law': 0.26, 'eu': 0.194}"
1375,"{'imf': 0.676, 'grow': 0.196, 'authorities': 0.185, 'conflict': 0.164, 'economy': 0.149}"
1376,"{'ec': 0.457, 'deficit': 0.345, 'germany': 0.288, 'eu': 0.262, 'france': 0.241}"
1377,"{'music': 0.421, 'festival': 0.38, 'band': 0.333, 'june': 0.215, 'confirmed': 0.211}"
1378,"{'pop': 0.424, 'singer': 0.284, 'beautiful': 0.264, 'grammy': 0.264, 'agent': 0.24}"
1379,"{'bekele': 0.524, 'indoor': 0.264, 'record': 0.241, 'women': 0.212, 'winning': 0.179}"
1380,"{'davos': 0.592, 'leaders': 0.246, 'gates': 0.233, 'president': 0.188, 'forum': 0.175}"
1381,"{'divide': 0.349, 'digital': 0.333, 'access': 0.258, 'bt': 0.24, 'report': 0.195}"
1382,"{'psp': 0.493, 'movies': 0.382, 'sony': 0.294, 'perspective': 0.197, 'lions': 0.18}"
1383,"{'election': 0.307, 'brown': 0.268, 'tax': 0.261, 'chancellor': 0.23, 'labour': 0.224}"
1384,"{'airlines': 0.544, 'passengers': 0.42, 'compensation': 0.341, 'flights': 0.221, 'flight': 0.2}"
1385,"{'limit': 0.431, 'drivers': 0.351, 'drink': 0.331, 'safety': 0.217, 'drinking': 0.214}"
1386,"{'chelsea': 0.626, 'mourinho': 0.227, 'milan': 0.217, 'madrid': 0.186, 'sport': 0.158}"
1387,"{'jazz': 0.474, 'auction': 0.463, 'musicians': 0.315, 'parker': 0.315, 'items': 0.29}"
1388,"{'tv': 0.357, 'mcfadden': 0.343, 'kerry': 0.221, 'blackburn': 0.206, 'joe': 0.193}"
1389,"{'women': 0.555, 'hewitt': 0.266, 'jobs': 0.197, 'career': 0.186, 'six': 0.171}"
1390,"{'cunningham': 0.58, 'labour': 0.339, 'agriculture': 0.246, 'blair': 0.221, 'cabinet': 0.19}"
1391,"{'manufacturing': 0.501, 'survey': 0.362, 'index': 0.199, 'suggest': 0.19, 'recovery': 0.181}"
1392,"{'bush': 0.443, 'kerry': 0.335, 'prices': 0.198, 'closed': 0.189, 'economic': 0.184}"
1393,"{'viewers': 0.32, 'project': 0.273, 'tv': 0.269, 'editing': 0.206, 'productions': 0.196}"
1394,"{'spam': 0.682, 'mail': 0.381, 'spammers': 0.269, 'junk': 0.177, 'users': 0.157}"
1395,"{'dawson': 0.374, 'wales': 0.321, 'wasps': 0.25, 'gloucester': 0.247, 'injury': 0.242}"
1396,"{'bellamy': 0.685, 'souness': 0.277, 'club': 0.227, 'newcastle': 0.166, 'graeme': 0.164}"
1397,"{'pension': 0.309, 'pensions': 0.287, 'election': 0.238, 'vote': 0.231, 'basic': 0.209}"
1398,"{'beckham': 0.419, 'trojan': 0.357, 'virus': 0.324, 'infected': 0.22, 'malicious': 0.208}"
1399,"{'medal': 0.283, 'sarah': 0.246, 'hurdles': 0.236, 'phillips': 0.232, 'jump': 0.204}"
1400,"{'patent': 0.5, 'directive': 0.312, 'patents': 0.267, 'software': 0.264, 'legal': 0.176}"
1401,"{'airline': 0.506, 'brazil': 0.398, 'intervention': 0.239, 'wilson': 0.23, 'debt': 0.183}"
1402,"{'seed': 0.39, 'davenport': 0.311, 'th': 0.236, 'beat': 0.195, 'match': 0.183}"
1403,"{'pipeline': 0.31, 'profits': 0.304, 'sales': 0.242, 'drug': 0.235, 'disappointing': 0.231}"
1404,"{'speaker': 0.558, 'lords': 0.447, 'lord': 0.274, 'chancellor': 0.206, 'manifesto': 0.195}"
1405,"{'greek': 0.57, 'sprinters': 0.273, 'thanou': 0.262, 'kenteris': 0.262, 'athletes': 0.228}"
1406,"{'rapper': 0.428, 'abc': 0.385, 'woman': 0.357, 'sued': 0.253, 'alleged': 0.22}"
1407,"{'compensation': 0.567, 'fsa': 0.517, 'investors': 0.257, 'split': 0.21, 'firms': 0.203}"
1408,"{'portable': 0.411, 'devices': 0.367, 'media': 0.296, 'content': 0.256, 'video': 0.255}"
1409,"{'deal': 0.302, 'brown': 0.273, 'nations': 0.249, 'disaster': 0.22, 'tsunami': 0.215}"
1410,"{'download': 0.354, 'jamieson': 0.337, 'independent': 0.326, 'bpi': 0.315, 'singles': 0.312}"
1411,"{'attacks': 0.57, 'traffic': 0.251, 'net': 0.246, 'network': 0.197, 'attack': 0.174}"
1412,"{'ebbers': 0.587, 'worldcom': 0.458, 'sullivan': 0.412, 'fraud': 0.198, 'trial': 0.144}"
1413,"{'robson': 0.699, 'mourinho': 0.239, 'job': 0.206, 'jose': 0.204, 'intelligent': 0.169}"
1414,"{'chart': 0.412, 'album': 0.403, 'entered': 0.281, 'usher': 0.224, 'chiefs': 0.216}"
1415,"{'peer': 0.515, 'brands': 0.353, 'networks': 0.256, 'ads': 0.209, 'audience': 0.185}"
1416,"{'donations': 0.498, 'aid': 0.363, 'donate': 0.212, 'online': 0.212, 'organisations': 0.2}"
1417,"{'copies': 0.321, 'aid': 0.29, 'band': 0.287, 'single': 0.257, 'chart': 0.246}"
1418,"{'cards': 0.443, 'clarke': 0.325, 'bill': 0.239, 'id': 0.231, 'pause': 0.196}"
1419,"{'players': 0.481, 'mp': 0.419, 'survey': 0.23, 'americans': 0.207, 'aged': 0.193}"
1420,"{'fockers': 0.356, 'film': 0.293, 'meet': 0.281, 'spark': 0.224, 'directing': 0.21}"
1421,"{'roddick': 0.718, 'coach': 0.295, 'andy': 0.202, 'federer': 0.182, 'season': 0.172}"
1422,"{'star': 0.448, 'enterprise': 0.345, 'series': 0.309, 'fi': 0.244, 'fans': 0.22}"
1423,"{'pompey': 0.405, 'robben': 0.375, 'shot': 0.3, 'cole': 0.274, 'chelsea': 0.218}"
1424,"{'smith': 0.562, 'scotland': 0.283, 'scottish': 0.226, 'ferguson': 0.194, 'hands': 0.159}"
1425,"{'iaaf': 0.599, 'doping': 0.284, 'athletes': 0.271, 'fight': 0.209, 'forces': 0.186}"
1426,"{'social': 0.507, 'shortages': 0.489, 'science': 0.328, 'committee': 0.306, 'council': 0.202}"
1427,"{'hd': 0.639, 'games': 0.205, 'consoles': 0.169, 'hdtv': 0.164, 'tv': 0.161}"
1428,"{'hearts': 0.5, 'referee': 0.342, 'rangers': 0.319, 'chest': 0.174, 'don': 0.162}"
1429,"{'bt': 0.6, 'ofcom': 0.357, 'telecom': 0.191, 'wholesale': 0.182, 'access': 0.172}"
1430,"{'robson': 0.393, 'minutes': 0.342, 'united': 0.319, 'byrne': 0.255, 'anderson': 0.21}"
1431,"{'chelsea': 0.422, 'uefa': 0.389, 'mourinho': 0.23, 'referee': 0.205, 'alleged': 0.192}"
1432,"{'subsidies': 0.398, 'developing': 0.361, 'agricultural': 0.325, 'countries': 0.285, 'trade': 0.243}"
1433,"{'technology': 0.316, 'clothing': 0.263, 'smart': 0.243, 'skin': 0.224, 'baroness': 0.224}"
1434,"{'united': 0.398, 'brentford': 0.287, 'tie': 0.264, 'replay': 0.249, 'southampton': 0.246}"
1435,"{'merrill': 0.647, 'ms': 0.348, 'tribunal': 0.318, 'removed': 0.174, 'claim': 0.167}"
1436,"{'ticket': 0.373, 'billion': 0.247, 'hits': 0.236, 'sony': 0.234, 'sales': 0.183}"
1437,"{'drinking': 0.61, 'police': 0.384, 'binge': 0.293, 'norwich': 0.176, 'hour': 0.141}"
1438,"{'spyware': 0.477, 'microsoft': 0.316, 'virus': 0.313, 'software': 0.282, 'anti': 0.269}"
1439,"{'moore': 0.56, 'robinson': 0.232, 'captain': 0.214, 'wilkinson': 0.182, 'getting': 0.168}"
1440,"{'tax': 0.388, 'asylum': 0.307, 'processing': 0.25, 'blair': 0.242, 'labour': 0.223}"
1441,"{'games': 0.445, 'mobile': 0.32, 'titles': 0.205, 'handsets': 0.194, 'via': 0.149}"
1442,"{'bowl': 0.522, 'super': 0.388, 'jackson': 0.236, 'sir': 0.183, 'paul': 0.178}"
1443,"{'fuel': 0.421, 'duty': 0.417, 'freeze': 0.333, 'duties': 0.258, 'brown': 0.221}"
1444,"{'ferguson': 0.487, 'united': 0.268, 'chelsea': 0.249, 'fulham': 0.226, 'strike': 0.189}"
1445,"{'tax': 0.475, 'kennedy': 0.354, 'income': 0.226, 'households': 0.203, 'council': 0.2}"
1446,"{'picture': 0.333, 'mobile': 0.301, 'phones': 0.296, 'phone': 0.296, 'camera': 0.239}"
1447,"{'spain': 0.37, 'trial': 0.327, 'bank': 0.29, 'documents': 0.198, 'executives': 0.188}"
1448,"{'pirates': 0.361, 'caribbean': 0.352, 'disney': 0.341, 'film': 0.311, 'williams': 0.247}"
1449,"{'edinburgh': 0.594, 'glasgow': 0.358, 'taylor': 0.263, 'saracens': 0.253, 'scotland': 0.186}"
1450,"{'boateng': 0.561, 'paul': 0.288, 'appointment': 0.24, 'appointed': 0.226, 'south': 0.19}"
1451,"{'egypt': 0.417, 'bank': 0.384, 'banks': 0.31, 'public': 0.299, 'sector': 0.215}"
1452,"{'spam': 0.602, 'mails': 0.354, 'software': 0.213, 'security': 0.169, 'consumers': 0.138}"
1453,"{'iptv': 0.503, 'broadband': 0.414, 'tv': 0.339, 'bt': 0.228, 'content': 0.154}"
1454,"{'yahoo': 0.772, 'search': 0.279, 'google': 0.252, 'portal': 0.174, 'dot': 0.14}"
1455,"{'homes': 0.333, 'lib': 0.316, 'housing': 0.273, 'dems': 0.253, 'property': 0.213}"
1456,"{'wine': 0.684, 'french': 0.295, 'producers': 0.207, 'euros': 0.193, 'package': 0.159}"
1457,"{'israel': 0.496, 'iranian': 0.304, 'iran': 0.274, 'travel': 0.219, 'fight': 0.184}"
1458,"{'issue': 0.3, 'choice': 0.271, 'election': 0.256, 'mps': 0.212, 'hunting': 0.2}"
1459,"{'film': 0.407, 'michael': 0.357, 'pop': 0.251, 'berlin': 0.203, 'documentary': 0.187}"
1460,"{'simonetti': 0.463, 'delta': 0.406, 'fictional': 0.275, 'airline': 0.249, 'ms': 0.229}"
1461,"{'brown': 0.376, 'singer': 0.335, 'francisco': 0.265, 'san': 0.238, 'police': 0.196}"
1462,"{'redknapp': 0.336, 'exeter': 0.246, 'tie': 0.232, 'portsmouth': 0.221, 'chelsea': 0.217}"
1463,"{'laptops': 0.469, 'laptop': 0.404, 'child': 0.259, 'digital': 0.192, 'education': 0.166}"
1464,"{'mini': 0.538, 'bmw': 0.442, 'rover': 0.369, 'factory': 0.267, 'cars': 0.238}"
1465,"{'tax': 0.523, 'council': 0.367, 'pensioners': 0.258, 'bills': 0.189, 'local': 0.168}"
1466,"{'vinci': 0.471, 'da': 0.422, 'angels': 0.393, 'code': 0.272, 'museum': 0.218}"
1467,"{'commodore': 0.863, 'brand': 0.255, 'computers': 0.178, 'sold': 0.112, 'computer': 0.112}"
1468,"{'terror': 0.275, 'election': 0.258, 'attack': 0.235, 'ian': 0.211, 'presidency': 0.202}"
1469,"{'dutch': 0.599, 'football': 0.383, 'legendary': 0.198, 'coach': 0.177, 'netherlands': 0.175}"
1470,"{'bekele': 0.57, 'indoor': 0.345, 'record': 0.262, 'medallist': 0.2, 'mark': 0.18}"
1471,"{'glazer': 0.677, 'united': 0.262, 'bid': 0.202, 'club': 0.189, 'board': 0.164}"
1472,"{'tapes': 0.671, 'presley': 0.23, 'elvis': 0.218, 'auction': 0.201, 'son': 0.197}"
1473,"{'bmw': 0.491, 'recall': 0.423, 'mercedes': 0.29, 'production': 0.289, 'cars': 0.227}"
1474,"{'lufthansa': 0.548, 'flights': 0.344, 'bush': 0.262, 'airport': 0.261, 'frankfurt': 0.206}"
1475,"{'waiting': 0.632, 'patients': 0.293, 'target': 0.264, 'wales': 0.246, 'welsh': 0.204}"
1476,"{'euro': 0.438, 'dollar': 0.34, 'yen': 0.215, 'currency': 0.213, 'strength': 0.196}"
1477,"{'gifts': 0.378, 'parents': 0.284, 'relatives': 0.272, 'children': 0.261, 'tax': 0.257}"
1478,"{'nicholas': 0.439, 'sir': 0.278, 'ulster': 0.264, 'northern': 0.258, 'ireland': 0.211}"
1479,"{'wi': 0.464, 'mobile': 0.43, 'fi': 0.423, 'office': 0.198, 'pocket': 0.142}"
1480,"{'festival': 0.48, 'gogh': 0.399, 'van': 0.284, 'film': 0.271, 'dutch': 0.224}"
1481,"{'howard': 0.395, 'mps': 0.37, 'welsh': 0.3, 'assembly': 0.25, 'referendum': 0.182}"
1482,"{'award': 0.412, 'winners': 0.321, 'concert': 0.288, 'album': 0.242, 'winner': 0.226}"
1483,"{'fight': 0.328, 'band': 0.267, 'chest': 0.267, 'german': 0.26, 'munich': 0.25}"
1484,"{'lanka': 0.395, 'sri': 0.384, 'tsunami': 0.306, 'rupees': 0.204, 'creditors': 0.202}"
1485,"{'information': 0.347, 'bodies': 0.304, 'freedom': 0.288, 'guidance': 0.245, 'act': 0.214}"
1486,"{'wenger': 0.641, 'almunia': 0.307, 'arsenal': 0.217, 'lehmann': 0.209, 'goalkeeper': 0.18}"
1487,"{'blackpool': 0.696, 'manchester': 0.278, 'party': 0.259, 'conference': 0.21, 'labour': 0.17}"
1488,"{'film': 0.331, 'youth': 0.245, 'budget': 0.243, 'awards': 0.239, 'award': 0.236}"
1489,"{'baros': 0.664, 'benitez': 0.323, 'czech': 0.204, 'liverpool': 0.175, 'didn': 0.139}"
1490,"{'farrell': 0.467, 'appearance': 0.257, 'actor': 0.218, 'stars': 0.216, 'episode': 0.193}"
1491,"{'nuclear': 0.609, 'waste': 0.476, 'stored': 0.237, 'environmental': 0.163, 'britain': 0.162}"
1492,"{'series': 0.55, 'factor': 0.326, 'judges': 0.236, 'itv': 0.231, 'final': 0.217}"
1493,"{'french': 0.461, 'film': 0.417, 'tautou': 0.264, 'compete': 0.232, 'kings': 0.169}"
1494,"{'devon': 0.432, 'stone': 0.335, 'band': 0.273, 'act': 0.195, 'met': 0.159}"
1495,"{'shares': 0.308, 'asia': 0.234, 'impact': 0.209, 'thai': 0.198, 'travel': 0.193}"
1496,"{'lehmann': 0.568, 'keeper': 0.461, 'arsenal': 0.295, 'germany': 0.263, 'regularly': 0.218}"
1497,"{'party': 0.429, 'kennedy': 0.387, 'lib': 0.207, 'vote': 0.19, 'election': 0.157}"
1498,"{'rooney': 0.389, 'dunne': 0.367, 'united': 0.273, 'city': 0.235, 'wright': 0.228}"
1499,"{'named': 0.282, 'actor': 0.272, 'globes': 0.269, 'comedy': 0.258, 'prize': 0.249}"
1500,"{'program': 0.655, 'phone': 0.286, 'malicious': 0.257, 'file': 0.183, 'phones': 0.164}"
1501,"{'broadband': 0.613, 'bt': 0.298, 'operators': 0.203, 'telephone': 0.162, 'homes': 0.15}"
1502,"{'budget': 0.297, 'revenues': 0.29, 'iran': 0.267, 'parliament': 0.252, 'oil': 0.243}"
1503,"{'iraq': 0.397, 'troops': 0.387, 'kennedy': 0.376, 'exit': 0.319, 'withdrawal': 0.245}"
1504,"{'castle': 0.499, 'moving': 0.351, 'film': 0.322, 'distributor': 0.253, 'oscar': 0.175}"
1505,"{'rover': 0.764, 'plant': 0.189, 'chinese': 0.161, 'cuts': 0.149, 'jobs': 0.133}"
1506,"{'collins': 0.5, 'balco': 0.333, 'doping': 0.284, 'drugs': 0.24, 'drug': 0.195}"
1507,"{'mexican': 0.564, 'bank': 0.38, 'mexico': 0.294, 'bn': 0.198, 'represent': 0.178}"
1508,"{'party': 0.404, 'election': 0.333, 'tax': 0.293, 'labour': 0.288, 'kennedy': 0.208}"
1509,"{'lord': 0.644, 'judge': 0.215, 'inquiry': 0.17, 'lawyer': 0.165, 'human': 0.145}"
1510,"{'close': 0.221, 'shut': 0.213, 'region': 0.206, 'president': 0.205, 'officials': 0.169}"
1511,"{'federer': 0.542, 'ljubicic': 0.409, 'roger': 0.231, 'dubai': 0.188, 'suddenly': 0.178}"
1512,"{'awards': 0.387, 'award': 0.384, 'bafta': 0.379, 'title': 0.187, 'playstation': 0.177}"
1513,"{'vehicles': 0.401, 'transport': 0.316, 'concept': 0.228, 'toyota': 0.212, 'passenger': 0.205}"
1514,"{'gadget': 0.403, 'gadgets': 0.336, 'mobile': 0.275, 'apple': 0.236, 'list': 0.234}"
1515,"{'markets': 0.346, 'stock': 0.297, 'disasters': 0.271, 'insurance': 0.235, 'disaster': 0.21}"
1516,"{'bill': 0.509, 'falconer': 0.343, 'lord': 0.242, 'changes': 0.225, 'critics': 0.145}"
1517,"{'id': 0.565, 'cards': 0.421, 'introduce': 0.194, 'tories': 0.153, 'bill': 0.146}"
1518,"{'jobs': 0.57, 'growth': 0.207, 'rate': 0.179, 'job': 0.174, 'gains': 0.167}"
1519,"{'bath': 0.305, 'england': 0.284, 'vickery': 0.269, 'barkley': 0.263, 'injury': 0.253}"
1520,"{'umaga': 0.501, 'lions': 0.428, 'hemisphere': 0.188, 'driscoll': 0.169, 'woodward': 0.165}"
1521,"{'ballet': 0.798, 'alicia': 0.321, 'dame': 0.23, 'changed': 0.08, 'helped': 0.073}"
1522,"{'deficit': 0.336, 'greenspan': 0.279, 'budget': 0.264, 'congress': 0.222, 'boom': 0.216}"
1523,"{'charged': 0.401, 'liverpool': 0.397, 'fan': 0.253, 'behaviour': 0.243, 'failing': 0.237}"
1524,"{'gerrard': 0.458, 'anfield': 0.306, 'benitez': 0.234, 'stay': 0.219, 'spanish': 0.196}"
1525,"{'asylum': 0.399, 'immigration': 0.385, 'eu': 0.331, 'veto': 0.233, 'opt': 0.233}"
1526,"{'eu': 0.547, 'rebate': 0.357, 'budget': 0.269, 'straw': 0.217, 'foreign': 0.196}"
1527,"{'apology': 0.465, 'families': 0.365, 'blair': 0.278, 'convicted': 0.215, 'arrested': 0.207}"
1528,"{'sound': 0.28, 'band': 0.264, 'survey': 0.221, 'rapper': 0.205, 'music': 0.2}"
1529,"{'lords': 0.276, 'law': 0.266, 'laws': 0.24, 'lord': 0.237, 'trial': 0.236}"
1530,"{'ford': 0.707, 'unit': 0.228, 'quarter': 0.219, 'fourth': 0.201, 'bn': 0.178}"
1531,"{'browser': 0.496, 'firefox': 0.352, 'microsoft': 0.281, 'ie': 0.274, 'explorer': 0.269}"
1532,"{'women': 0.578, 'saudi': 0.537, 'ministry': 0.305, 'prince': 0.237, 'al': 0.163}"
1533,"{'rebate': 0.595, 'eu': 0.439, 'european': 0.186, 'straw': 0.161, 'france': 0.133}"
1534,"{'nominees': 0.393, 'oscar': 0.379, 'foxx': 0.329, 'swank': 0.266, 'oscars': 0.218}"
1535,"{'richard': 0.482, 'book': 0.376, 'books': 0.219, 'winner': 0.187, 'choice': 0.177}"
1536,"{'jobless': 0.411, 'rose': 0.331, 'total': 0.233, 'employment': 0.212, 'sector': 0.179}"
1537,"{'henman': 0.549, 'match': 0.322, 'pretty': 0.199, 'agassi': 0.187, 'argentine': 0.181}"
1538,"{'debate': 0.493, 'blair': 0.396, 'election': 0.375, 'answer': 0.211, 'head': 0.159}"
1539,"{'moment': 0.47, 'holmes': 0.375, 'victory': 0.189, 'medal': 0.175, 'moments': 0.175}"
1540,"{'squad': 0.419, 'season': 0.277, 'contract': 0.27, 'pursue': 0.237, 'allows': 0.192}"
1541,"{'doherty': 0.607, 'bail': 0.373, 'singer': 0.193, 'passport': 0.189, 'court': 0.164}"
1542,"{'forgotten': 0.298, 'plans': 0.253, 'quangos': 0.226, 'taxes': 0.22, 'britain': 0.211}"
1543,"{'lord': 0.494, 'chancellor': 0.372, 'lords': 0.23, 'minister': 0.174, 'bill': 0.173}"
1544,"{'takeover': 0.358, 'staff': 0.315, 'atmosphere': 0.203, 'cuts': 0.166, 'product': 0.162}"
1545,"{'labour': 0.428, 'commissioner': 0.341, 'party': 0.242, 'calls': 0.215, 'tps': 0.209}"
1546,"{'hewitt': 0.533, 'australian': 0.344, 'sydney': 0.246, 'final': 0.212, 'qualifying': 0.195}"
1547,"{'anthony': 0.33, 'duet': 0.266, 'keys': 0.25, 'lopez': 0.25, 'alicia': 0.24}"
1548,"{'soul': 0.696, 'nominations': 0.247, 'train': 0.243, 'album': 0.236, 'usher': 0.218}"
1549,"{'recycling': 0.316, 'petrol': 0.291, 'lead': 0.245, 'products': 0.187, 'waste': 0.181}"
1550,"{'opera': 0.5, 'browser': 0.419, 'voice': 0.374, 'pages': 0.193, 'available': 0.168}"
1551,"{'phone': 0.627, 'mobile': 0.232, 'shoot': 0.17, 'motion': 0.16, 'users': 0.157}"
1552,"{'site': 0.57, 'blocking': 0.366, 'netcraft': 0.248, 'traffic': 0.216, 'bush': 0.204}"
1553,"{'blair': 0.396, 'labour': 0.364, 'brown': 0.356, 'election': 0.204, 'unified': 0.204}"
1554,"{'ces': 0.242, 'consumer': 0.237, 'devices': 0.216, 'electronics': 0.197, 'portable': 0.193}"
1555,"{'sec': 0.599, 'columbia': 0.344, 'funds': 0.253, 'penalties': 0.239, 'mutual': 0.216}"
1556,"{'directive': 0.345, 'inventions': 0.34, 'patent': 0.324, 'draft': 0.24, 'eu': 0.239}"
1557,"{'everton': 0.598, 'real': 0.413, 'madrid': 0.167, 'move': 0.161, 'risk': 0.15}"
1558,"{'wenger': 0.44, 'newcastle': 0.346, 'fulham': 0.337, 'henry': 0.198, 'season': 0.198}"
1559,"{'davis': 0.649, 'beach': 0.235, 'actor': 0.201, 'film': 0.199, 'dead': 0.181}"
1560,"{'rosneft': 0.504, 'yugansk': 0.372, 'oil': 0.281, 'russian': 0.236, 'yukos': 0.235}"
1561,"{'yahoo': 0.532, 'jerry': 0.268, 'dot': 0.192, 'web': 0.187, 'remarkable': 0.172}"
1562,"{'session': 0.25, 'include': 0.245, 'station': 0.243, 'december': 0.242, 'music': 0.236}"
1563,"{'wine': 0.597, 'chinese': 0.332, 'china': 0.214, 'yuan': 0.205, 'agriculture': 0.201}"
1564,"{'doom': 0.557, 'games': 0.287, 'awards': 0.227, 'released': 0.215, 'shooter': 0.181}"
1565,"{'glazer': 0.715, 'club': 0.266, 'ferdinand': 0.199, 'united': 0.176, 'board': 0.144}"
1566,"{'macintosh': 0.514, 'apple': 0.458, 'interface': 0.253, 'computer': 0.199, 'mac': 0.186}"
1567,"{'channel': 0.454, 'creator': 0.295, 'soap': 0.287, 'culture': 0.228, 'drama': 0.227}"
1568,"{'album': 0.489, 'streets': 0.283, 'magazine': 0.245, 'poll': 0.233, 'grand': 0.227}"
1569,"{'mock': 0.544, 'schools': 0.405, 'elections': 0.24, 'democracy': 0.219, 'pupils': 0.217}"
